name,team,pos,scorer_id
Luis Torrens,NYM,C,02nqg
Enrique Hernandez,LAD,"1B,2B,3B,SS,OF,P",02h98
Mason Montgomery,TB,"SP,RP",05y2k
Ryan Thompson,ARI,RP,03duu
Santiago Espinal,CIN,"2B,3B,OF",041vp
Cade Gibson,MIA,RP,066d2
Michael Toglia,COL,"1B,OF",04ok3
Yoendrys Gomez,NYY/LAD/CHW,"SP,RP",04xne
Brent Suter,CIN,RP,03cav
Jordan Romano,PHI,RP,03di6
Parker Messick,CLE,SP,05tzn
Yordan Alvarez,HOU,OF,04355
Tyler O'Neill,BAL,OF,02yk4
Luis Matos,SF,OF,04y11
Seth Halvorsen,COL,RP,06fqx
Sam Haggerty,TEX,OF,03qz9
Luis Gil,NYY,SP,04s1h
Shane Bieber,CLE/TOR,SP,041rf
Cole Young,SEA,2B,05y7x
Kristian Campbell,BOS,"2B,OF",06f0q
Thomas Saggese,STL,"2B,3B,SS,OF",05mru
Jahmai Jones,DET,"2B,OF",03pp6
Tim Herrin,CLE,RP,061jc
Aaron Bummer,ATL,RP,03drc
Otto Kemp,PHI,"1B,2B,3B,OF",066al
Cole Henry,WSH,RP,05gs4
Curtis Mead,TB/CHW,"1B,2B,3B",05ahe
Jordan Hicks,SF/BOS,RP,03vcw
David Festa,MIN,SP,05yav
Bowden Francis,TOR,SP,0421k
Brennan Bernardino,BOS,RP,061t3
Keibert Ruiz,WSH,C,03rmz
Masataka Yoshida,BOS,UT,05rc3
Jose Alvarado,PHI,RP,03btm
Casey Legumina,SEA,RP,0427a
Troy Melton,DET,"SP,RP",05uc4
Tim Tawa,ARI,"1B,2B,3B,OF",05y4m
Steven Cruz,KC,RP,05tjx
Tristan Beck,SF,RP,04afk
Kyle Bradish,BAL,SP,04pq4
Joe Boyle,TB,SP,05jpk
Kody Funderburk,MIN,RP,04pyp
Amed Rosario,WSH/NYY,"2B,3B,SS,OF",02yh5
Andy Ibanez,DET,"1B,2B,3B",03mm4
Connor Brogdon,LAA,RP,04ek8
Brady House,WSH,3B,059bx
David Morgan,SD,RP,066a8
Nick Fortes,MIA/TB,C,04pqf
Kameron Misner,TB,OF,04y9h
Luisangel Acuna,NYM,"2B,SS",04z6k
Michael Massey,KC,"2B,OF",05139
Elvis Alvarado,ATH,RP,041g5
Austin Martin,MIN,"2B,SS,OF",05249
Tyler Heineman,TOR,C,02n1c
Jake McCarthy,ARI,OF,03qyv
Jorge Alcala,MIN/BOS/STL,RP,04ata
Kaleb Ort,HOU,RP,05rfn
AJ Smith-Shawver,ATL,SP,05uy5
Cade Cavalli,WSH,SP,05gef
Dylan Carlson,BAL,OF,041mc
Jack Perkins,ATH,RP,0657l
Jonathan Bowlan,KC,RP,04pmg
Lance McCullers Jr.,HOU,SP,026l1
Landon Knack,LAD,SP,05l9f
Christian Koss,SF,"2B,3B,SS",04ydt
Michael Kelly,ATH,RP,02bqn
Chase Shugart,PIT,RP,04pw2
Rico Garcia,NYM/NYY/BAL,RP,04rzp
Chase Lee,DET,RP,05xpv
Jackson Jobe,DET,SP,05rb0
Brandon Young,BAL,SP,05r3a
Ryan Pressly,CHC,RP,02zif
Hyeseong Kim,LAD,"2B,SS,OF",06in4
Henry Davis,PIT,C,05oxc
Eric Orze,TB,RP,05mrv
Max Schuemann,ATH,"2B,3B,SS,OF",04q24
Erik Sabrowski,CLE,RP,04pxo
Ha-seong Kim,TB/ATL,SS,05ajg
Mason Englert,TB,RP,04pqh
Lou Trivino,SF/LAD/PHI,RP,031d9
Chad Green,TOR,RP,0374o
Jeremiah Jackson,BAL,"3B,SS,OF",04pmt
Tyler Fitzgerald,SF,"2B,SS,OF",05131
Riley Adams,WSH,C,04azt
Blake Perkins,MIL,OF,03pp5
Luke Raley,SEA,"1B,OF",041ts
Parker Meadows,DET,OF,04pmn
Oswald Peraza,NYY/LAA,"1B,2B,3B,SS",04g7n
Nick Loftin,KC,"2B,3B,OF",05gx0
Richard Fitts,BOS,SP,05rav
Tobias Myers,MIL,RP,041sz
Johan Rojas,PHI,OF,04w4e
Alexander Canario,NYM/PIT,OF,04hi6
Porter Hodge,CHC,RP,051aa
Tommy Nance,TOR,RP,05rcp
Ian Hamilton,NYY,RP,041w8
Cole Winn,TEX,RP,04paj
A.J. Blubaugh,HOU,"SP,RP",0649e
Kyle Hart,SD,RP,0422c
Bubba Chandler,PIT,SP,05rik
Max Muncy,ATH,"2B,3B,SS",05t9l
Justin Slaten,BOS,RP,0512q
Paul DeJong,WSH,"2B,3B,SS",03qkh
Daysbel Hernandez,ATL,RP,051z5
Jac Caglianone,KC,"1B,OF",05u9q
Chris Flexen,CHC,RP,02n5v
Manuel Rodriguez,TB,RP,05ad7
Brooks Raley,NYM,RP,01vxp
Max Kranick,NYM,RP,0429r
Ezequiel Duran,TEX,"1B,2B,3B,SS,OF",04nqx
Jose Fermin,LAA,RP,06qwb
Darell Hernaiz,ATH,"2B,3B,SS",05145
Graham Pauley,MIA,3B,066lr
Mick Abel,PHI/MIN,SP,05g4k
John Curtiss,ARI,RP,02ob9
Gordon Graceffo,STL,RP,05wxw
Kevin Kelly,TB,RP,051eh
Logan Henderson,MIL,SP,05uo2
Joe Ross,PHI/CHC,SP,02bq6
Johan Oviedo,PIT,SP,04674
Ryan Ritter,COL,"2B,SS",05xu2
LaMonte Wade Jr.,SF/LAA,"1B,OF",03qo2
Alex Verdugo,ATL,OF,03d7g
Blake Treinen,LAD,RP,02bve
Jose Tena,WSH,"3B,SS",04sxv
Yohan Ramirez,PIT,RP,04ddz
Drew Waters,KC,OF,04eer
Ryan Weathers,MIA,SP,04mnw
Christian Moore,LAA,"2B,OF",06cq8
Yohel Pozo,STL,C,03yr2
Cristian Javier,HOU,SP,045kb
Kyle Harrison,SF/BOS,"SP,RP",05js3
Andrew Saalfrank,ARI,RP,0514i
Reese McGuire,CHC,C,0310a
Nic Enright,CLE,RP,03qvm
Travis d'Arnaud,LAA,C,01s99
Miles Mastrobuoni,SEA,"2B,3B,SS,OF",041yi
Trent Thornton,SEA,RP,031k3
Cam Booser,CHW,RP,03mjl
Andrew Chafin,DET/WSH/LAA,RP,02bqd
Ben Lively,CLE,SP,0311w
Connor Phillips,CIN,RP,05jpe
Michael Helman,STL/PIT/TEX,"2B,OF",04pvp
Justin Turner,CHC,"1B,3B",01lum
CJ Kayfus,CLE,"1B,OF",06dn6
Ronny Mauricio,NYM,"2B,3B",04fyo
Robert Hassell,WSH,OF,05gbe
John Rave,KC,OF,0513s
Tony Gonsolin,LAD,SP,041v6
Erik Miller,SF,RP,04y8z
Nacho Alvarez,ATL,3B,064da
Thairo Estrada,COL,2B,03aay
Matt Thaiss,CHW/TB,C,04053
Anthony DeSclafani,NYY/ARI,SP,02but
Dylan Dodd,ATL,"SP,RP",05uy4
Joey Lucchesi,SF,RP,041rn
Anthony Santander,TOR,"OF,UT",02w16
Andruw Monasterio,MIL,"1B,2B,3B,SS",04vvy
Christian Vazquez,MIN,C,029us
Javier Assad,CHC,SP,04fq2
John King,STL,RP,04eku
Dylan Beavers,BAL,OF,05xty
Ryan Borucki,PIT/TOR,RP,02n6w
Scott Blewett,MIN/BAL/ATL,RP,03d7c
Shawn Dubin,HOU/BAL,RP,04pxb
Tyler Tolbert,KC,"2B,SS,OF,RP",0519u
James McCann,ATL/ARI,C,02bra
Hayden Wesneski,HOU,"SP,RP",0514f
Alejandro Osuna,TEX,OF,05r3s
Jose Urena,NYM/TOR/LAD/MIN/LAA,RP,02j6w
Caleb Boushley,TEX/TB,RP,060hu
Zack Kelly,BOS,RP,05r1z
Clayton Beeter,NYY/WSH,RP,05jnq
Warming Bernabel,COL,"1B,3B",04ybm
Juan Morillo,ARI,RP,05ydo
Gio Urshela,ATH,"1B,3B",026rz
Jose Herrera,ARI,C,05xz1
Miguel Amaya,CHC,C,03xs3
Hector Neris,ATL/LAA/HOU,RP,03h90
Konnor Pilkington,WSH,RP,04muw
Nabil Crismatt,PHI/ARI,RP,0484h
David Robertson,PHI,RP,005m0
Chris Murphy,BOS,RP,0514m
Angel Chivilli,COL,RP,05j8o
Leo Rivas,SEA,"2B,SS",04ave
Kyle Nicolas,PIT,RP,05l9g
Austin Wynns,CIN/ATH,C,031cs
Leody Taveras,TEX/SEA,OF,03pzo
Brandon Lockridge,SD/MIL,OF,04prc
Donovan Solano,SEA/TEX,"1B,3B",01te5
Austin Slater,CHW/NYY,OF,03dg7
Max Lazar,PHI,RP,04el7
Yimi Garcia,TOR,RP,02z0e
Josh Rojas,CHW,"2B,3B",04oct
DL Hall,MIL,"SP,RP",04aeh
Colby Thomas,ATH,OF,0630e
Edouard Julien,MIN,"1B,2B",051dl
Kyren Paris,LAA,"2B,SS,OF",050s0
David Fry,CLE,"C,1B,OF",04psr
Derek Hill,MIA/CHW,OF,03d6q
Jack Suwinski,PIT,OF,041z2
Carlos Carrasco,NYY/ATL,SP,01as6
Heston Kjerstad,BAL,OF,0596f
Jaden Hill,COL,RP,04w53
PJ Poulin,DET/WSH,RP,04pvq
Genesis Cabrera,NYM/CHC/PIT/MIN,RP,040cf
Nasim Nunez,WSH,"2B,SS",04ya4
Kyle Backhus,ARI,RP,06kwi
Carlos Hernandez,KC/PHI/DET/CLE,RP,04n0k
Frankie Montas,NYM,SP,02yg3
Kevin Ginkel,ARI,RP,03dpg
Jose Castillo,ARI/NYM/SEA/BAL,RP,02new
Jorge Lopez,WSH,RP,02brf
Yerry De Los Santos,NYY,RP,05gsw
Jonathan Loaisiga,NYY,RP,03db4
Ildemaro Vargas,ARI,"1B,2B,3B,OF",0433b
Paul Blackburn,NYM/NYY,"SP,RP",02mwd
Denzel Clarke,ATH,OF,05unf
Weston Wilson,PHI,"2B,3B,OF",0420h
Troy Johnston,MIA,"1B,OF",051d0
Orlando Arcia,ATL/COL,"1B,2B,3B,SS",02i1q
Spencer Arrighetti,HOU,SP,05y0j
Gary Sanchez,BAL,"C,1B",01t9q
Jake Rogers,DET,C,03av1
Sam Long,KC,RP,0421l
Tyler Wells,BAL,"SP,RP",0473n
Kade Strowd,BAL,RP,05192
Christian Encarnacion-Strand,CIN,"1B,3B",05xor
Carlos Cortes,ATH,OF,0423c
Justyn-Henry Malloy,DET,OF,05uy1
Joey Loperfido,TOR,OF,05yfl
Marcus Stroman,NYY,SP,02hg4
Justin Lawrence,PIT,RP,03qq9
Josh Simpson,MIA,RP,0614b
Roki Sasaki,LAD,SP,05gdz
Justin Martinez,ARI,RP,05acp
Edgardo Henriquez,LAD,RP,05w7z
Marcelo Mayer,BOS,"2B,3B,SS",05r9j
Taylor Trammell,HOU,OF,041pq
Connelly Early,BOS,SP,06f1r
Dalton Rushing,LAD,"C,1B",05xtz
Brent Headrick,NYY,RP,0516x
Joel Peguero,SF,RP,04o10
Nestor Cortes Jr.,MIL/SD,SP,03bin
Grant Wolfram,MIL/BAL,RP,03qub
Kai-Wei Teng,SF,SP,04zay
Collin Snider,SEA,RP,05y18
Carson Seymour,SF,RP,05jqk
Lyon Richardson,CIN,RP,04pmo
Nate Eaton,BOS,"3B,OF",04q3n
Austin Gomber,COL/CHC,SP,03dbe
Matt Gage,DET/SF,RP,03di1
Will Wagner,TOR/SF/SD,"1B,2B,3B",05yhg
Justin Steele,CHC,SP,03deg
Austin Hedges,CLE,C,02brk
DJ LeMahieu,NYY,"1B,2B,3B",01sfi
Ryan Feltner,COL,SP,03r06
Tanner Houck,BOS,SP,03djk
Ryan Fernandez,STL,RP,04q5s
Cody Freeman,TEX,"2B,3B",0513g
Paul Sewald,CLE/DET,RP,02n2x
George Soriano,MIA,RP,04z9e
Cole Sulser,TB,RP,031hc
Kyle Karros,COL,3B,06dsa
Pierson Ohl,MIN,SP,05ylk
Alan Roden,TOR/MIN,OF,061yt
Matt Mervis,MIA/ARI,1B,05ojj
Connor Wong,BOS,"C,1B",04efi
Dan Altavilla,CHW,RP,03dec
Caden Dana,LAA,SP,063e5
Zach Agnos,COL,RP,064ny
Carter Jensen,KC,C,05vy5
Oswaldo Cabrera,NYY,"1B,2B,3B,OF",042no
Jake Woodford,COL/NYY/CHC/ARI,SP,03pol
Matt Sauer,LAD,SP,04ef0
Bryce Teodosio,LAA,OF,0617q
Rob Zastryzny,NYY/MIL,RP,0310m
Drew Gilbert,NYM/SF,OF,05xu0
Jose Suarez,LAA/ATL,RP,03nqc
Victor Robles,SEA,OF,03c65
Justin Hagenman,NYM,SP,04q54
Andrew Alvarez,WSH,"SP,RP",060u3
Ryan Brasier,CHC,RP,021jb
Brandon Waddell,NYM,RP,03qlh
Adrian Del Castillo,ARI,C,05jn0
Alex Jackson,NYY/BAL,C,02yoi
Grant Holman,ATH,RP,05xpw
Yanquiel Fernandez,COL,OF,05g3k
Shinnosuke Ogasawara,WSH,RP,06l54
Wikelman Gonzalez,CHW,RP,052ht
Jesus Tinoco,MIA,RP,03moe
Zach Dezenzo,HOU,"1B,3B,OF",0641c
James Outman,LAD/MIN,OF,04psu
Paxton Schultz,TOR,RP,051b2
Joshua Palacios,PIT/CHW,OF,041ra
Gunnar Hoglund,ATH,SP,04pmd
Rafael Marchan,PHI,C,0403l
Sawyer Gipson-Long,DET,RP,0514z
Anthony Veneziano,MIA/STL,SP,0517a
Travis Adams,MIN,RP,05ybe
Lane Thomas,CLE,OF,03dei
Joel Payamps,MIL/ATL,RP,03aru
Samuel Basallo,BAL,"C,1B",05rbv
Mickey Gasper,MIN,"C,1B,2B",06am0
Braxton Fulford,COL,C,05yc9
Enmanuel Valdez,PIT,"1B,2B,3B",042af
Alek Jacob,SD,RP,05xq0
Nick Sogard,BOS,"1B,2B,SS",0519f
Carson Fulmer,PIT/LAA,RP,02n67
Chris Taylor,LAD/LAA,"2B,3B,OF",02u47
Jhonkensy Noel,CLE,"3B,OF",04yrs
Luis Mey,CIN,RP,05rks
Jon Berti,CHC,"2B,3B,OF",02c4r
Evan Sisk,KC/PIT,RP,04pzi
Moises Ballesteros,CHC,"C,1B",05rbs
Bryce Johnson,PIT/SD,OF,04ehv
Easton Lucas,TOR,RP,051am
JT Brubaker,NYY/SF,RP,03qm8
Bryse Wilson,CHW,RP,0429h
Anthony Molina,COL,RP,06879
Mitch Farris,LAA,SP,06fz3
Jonatan Clase,TOR,OF,057zc
Corbin Martin,BAL,RP,04afj
Michael Tonkin,MIN,RP,02oyz
Thomas Hatch,KC/MIN,RP,041ql
Jorge Mateo,BAL,"2B,SS,OF",03b6k
J.C. Escarra,NYY,"C,1B",04ent
Willie MacIver,ATH,C,04ptr
Tyler Wade,SD,"2B,3B,SS,OF",031b4
Martin Maldonado,SD,C,021t6
Nick Sandlin,TOR,RP,04pmm
Trevor McDonald,SF,SP,0518g
Taylor Rashi,ARI,RP,051hq
Liover Peguero,PIT,SS,04ol2
Hunter Strickland,TEX/LAA,RP,01ses
Vidal Brujan,CHC/BAL/ATL,"2B,3B,SS,OF",03yxd
Emmanuel Rivera,BAL,"1B,3B",03qvs
Ryan Rolison,COL,RP,04mlh
Adam Mazur,MIA,SP,060gg
Dauri Moreta,PIT,RP,05tux
Griffin Conine,MIA,"1B,OF",04mn2
Bradley Blalock,COL,SP,0579z
Sean Reynolds,SD,RP,041rm
Andre Granillo,STL,RP,06alu
Brandon Sproat,NYM,SP,0515o
Zach Cole Jr.,HOU,"OF,UT",066db
Will Klein,SEA/LAD,RP,05jrv
Hunter Harvey,KC,RP,0310c
Yaramil Hiraldo,BAL,RP,061pi
Tristan Gray,CHW/TB,"2B,3B",04eme
Jesse Winker,NYM,OF,02mwg
Kevin Newman,LAA/DET,"1B,2B,3B,SS",03pj2
Beau Brieske,DET,RP,05t6u
Sam Moll,CIN,RP,0311r
Matt Vierling,DET,"3B,OF",04pqq
Jose Fermin,STL,"2B,3B",03zbp
A.J. Minter,NYM,RP,03ppa
Carson Williams,TB,SS,05t9n
Triston Casas,BOS,1B,04de1
Gustavo Campero,LAA,"C,OF",06dpu
Ian Gibaut,CIN,RP,03qpg
Bryce Jarvis,ARI,RP,05gvt
Adael Amador,COL,2B,04ysv
Blaine Crim,TEX/COL,1B,051eo
Ryan Fitzgerald,MIN,"2B,3B,SS",05uo0
Luis Curvelo,TEX,RP,05ymh
John Brebbia,DET/ATL/BOS,RP,03xmd
Sal Stewart,CIN,"1B,2B,3B",05u9o
Hunter Stratton,PIT/ATL,RP,04eoy
Sam Bachman,LAA,RP,05rb4
A.J. Puk,ARI,RP,03yso
Chas McCormick,HOU,OF,04esz
Andrew Knizner,WSH/SF,C,041t8
Dane Dunning,TEX/ATL,SP,041m9
Brendan Rodgers,HOU,2B,03lua
Ben Rortvedt,TB/LAD,C,041q7
Cooper Hummel,HOU/NYY/BAL/TB,OF,0421c
Nick Martini,COL/ATH,OF,02bvk
Jackson Kowar,SEA,RP,04mlg
Luinder Avila,KC,"SP,RP",06am5
Jonah Tong,NYM,SP,0658b
Jonny DeLuca,TB,OF,04y94
Mark Canha,MIL/KC,"1B,OF",025eo
Julian Merryweather,CHC/NYM/MIL,RP,03deo
Tayler Scott,HOU/ARI,RP,02btg
Michael Petersen,LAA/ATL/MIA,RP,05xz4
Brett Harris,ATH,3B,05yca
Tyler Locklear,SEA/ARI,1B,05xu8
Fraser Ellard,CHW,RP,05yne
Chris Devenski,NYM,RP,02i31
Richie Palacios,TB,"2B,OF",04ppk
Ronny Simon,MIA/PIT,"2B,OF",05t25
Carson Whisenhunt,SF,SP,05y7v
Cooper Criswell,BOS,RP,04px6
Jason Heyward,SD,OF,01c5o
Drew Millas,WSH,C,0515f
Johnathan Rodriguez,CLE,OF,04gdw
Matthew Lugo,LAA,OF,04yic
Seth Johnson,PHI,RP,0511t
Austin Cox,KC/ATL,RP,04pra
Alex Freeland,LAD,"2B,3B,SS",05xu1
Justin Bruihl,TOR,RP,05k3i
Orlando Ribalta,WSH,RP,0519c
Craig Kimbrel,ATL/TEX/HOU,RP,01scl
Matt Bowman,BAL/HOU,RP,02n53
Trey Yesavage,TOR,SP,06apx
DaShawn Keirsey,MIN,OF,04pq5
Ryan Johnson,LAA,SP,05zq4
Zak Kent,CLE,RP,0516v
Joey Wiemer,KC/MIA,OF,05jq3
Eric Haase,MIL,C,02bv2
Albert Suarez,BAL,RP,02xid
Blake Dunn,CIN,OF,05jr5
Garrett Hampson,ARI/CIN/STL,"2B,SS,OF",041qk
Connor Gillispie,MIA/MIN,SP,0516q
Mason Barnett,ATH,SP,0630h
Nick Yorke,PIT,2B,05js7
Colin Selby,BAL,RP,04q7i
Sam Hilliard,COL,OF,03qs6
Chris Stratton,KC/LAD,RP,02mw1
Payton Tolle,BOS,"SP,RP",06gwk
Jordan Wicks,CHC,RP,05r1d
Garrett Mitchell,MIL,OF,04en7
Hunter Feduccia,LAD/TB,C,04pwl
Hunter Bigge,TB,RP,0519h
Brett Wisely,SF/ATL,"2B,SS",051br
Cavan Biggio,KC/LAA,"1B,2B,3B,OF",041rv
Eduardo Salazar,WSH,RP,05rlb
Tim Mayza,PIT/PHI,RP,031dd
Colin Holderman,PIT,RP,0429k
Jacob Melton,HOU,OF,061gx
Maximo Acosta,MIA,"2B,3B,SS",0568a
Zach Brzykcy,WSH,RP,05ocn
Juan Burgos,SEA/ARI,RP,06rtt
Bryan Hudson,MIL/CHW,"SP,RP",03svw
Danny Young,NYM,RP,03qni
Robert Stephenson,LAA,RP,02bq7
Michael Kopech,LAD,RP,03d6v
Alexis Diaz,CIN/LAD/ATL,RP,03qqf
Jordan Lawlar,ARI,"2B,3B,SS,OF",05r1m
Daniel Johnson,BAL/SF,OF,041sd
Jake Eder,CHW/LAA/WSH,SP,05gwt
Hunter Renfroe,KC,OF,03022
Zack Short,HOU,"3B,SS",0420g
Daniel Robert,TEX/PHI,RP,04et8
Jose Ruiz,PHI/ATL/TEX,RP,02i45
Ron Marinaccio,SD,RP,04erc
Nathan Church,STL,OF,064n8
George Valera,CLE,OF,04fqi
T.J. McFarland,ATH,RP,02nho
Chase Silseth,LAA,"SP,RP",05xsm
Chris Roycroft,STL,RP,06lqo
Zack Gelof,ATH,"2B,3B,OF",05ub0
Brice Matthews,HOU,"2B,3B,SS",06c36
Anthony Seigler,MIL,"C,2B,3B",04pkq
Luke Maile,KC,C,02n1q
McCade Brown,COL,SP,05rg5
Casey Lawrence,SEA/TOR,SP,04awd
Jayden Murray,HOU,RP,051i0
Freddy Tarnok,MIA,SP,04efr
Korey Lee,CHW,C,0510z
Jhonny Pereda,ATH/MIN,C,04yd8
Vinny Capra,MIL/CHW,"3B,SS",04q26
Everson Pereira,NYY/TB,OF,04is5
Tim Elko,CHW,1B,066da
Brandyn Garcia,SEA/ARI,RP,06guh
Austin Warren,NYM,RP,04prz
Jerar Encarnacion,SF,OF,04mdf
Andrew Hoffmann,KC/ARI,RP,05y29
Seth Brown,ATH/ARI,"1B,OF",03qvr
Scott McGough,ARI/ATH,RP,02btq
Easton McGee,MIL,SP,041rp
Carson Palmquist,COL,RP,05ybw
Luis Garcia,HOU,SP,04ni3
Jared Young,NYM,"3B,OF",04eoj
Bob Seymour,TB,1B,05jrw
Dedniel Nunez,NYM,RP,050vo
Elvin Rodriguez,MIL/BAL/ARI,SP,04avf
Victor Mesa Jr.,MIA,OF,04y79
Jorbit Vivas,NYY,"2B,3B",05a1t
Stuart Fairchild,CIN/ATL/TB,OF,04eel
Zach Maxwell,CIN,RP,0648f
Jonah Bride,MIA/MIN,"1B,2B,3B",04q5b
Brady Basso,ATH,RP,051c5
Scott Alexander,COL/SF,RP,02hi5
Dominic Fletcher,CHW,OF,04y45
Sean Bouchard,COL,OF,04ejn
Nick Maton,CHW,"2B,3B",04ei5
Jon Gray,TEX,RP,02bxv
Jose De Leon,BOS,SP,0376n
Carson Spiers,CIN,SP,05r3k
Nick Anderson,STL/COL/SEA,RP,04sxl
Sauryn Lao,SEA/WSH,RP,045ok
Travis Jankowski,CHW/TB/NYM,OF,02j2v
Jeimer Candelario,CIN/NYY,"1B,3B",027fx
Connor Joe,SD/CIN,"1B,OF",03d6y
Tim Anderson,LAA,"2B,SS",03110
Evan Phillips,LAD,RP,03qto
Penn Murfee,CHW,RP,05a07
Alan Rangel,PHI,RP,04otv
Luke Williams,ATL,"SS,P",03qk3
Brooks Kriske,CHC/MIN,RP,041t2
Erasmo Ramirez,MIN,RP,02cch
Bailey Horn,STL/DET,RP,05mrs
Jacob Stallings,COL/BAL,C,02j7h
Jorge Barrosa,ARI,OF,04mrb
Will Wilson,CLE,"2B,3B,SS",04yia
Cristian Mena,ARI,RP,05ita
Bradgley Rodriguez,SD,"SP,RP",05y5d
Luis Contreras,HOU,SP,05ss8
Cionel Perez,BAL,RP,03zo6
Jesse Scholtens,CHW/TB,RP,041uv
Joe Rock,TB,SP,05tdd
Jacob Amaya,CHW,SS,04elh
Cody Laweryson,MIN,RP,051as
Shaun Anderson,LAA,RP,041qm
Dylan Smith,DET,RP,04q0r
Luis Guerrero,BOS,RP,06aop
Andres Chaparro,WSH,1B,0406n
Keaton Winn,SF,RP,04esc
Luis Vazquez,BAL,"3B,SS",04ens
Liam Hendriks,BOS,RP,01ub8
Sean Guenther,DET,RP,04ei8
Josh Winckowski,BOS,RP,041ze
Jarred Kelenic,ATL,OF,04ggr
Kevin Herget,NYM/ATL,RP,03at0
Sean Hjelle,SF,RP,04nx1
Brian Van Belle,BOS/CIN/TB,RP,05r5p
Connor Seabold,TB/ATL,RP,03drx
Dustin Harris,TEX,OF,0518r
Roddery Munoz,STL,RP,05ss9
Hayden Senger,NYM,C,04q63
Tyler Zuber,NYM/MIA,RP,04ehi
Tayler Saucedo,SEA,RP,03qx9
Daz Cameron,BAL/MIL,OF,02zg5
Sam Huff,SF,C,041tq
Richard Lovelady,TOR/MIN/NYM,RP,041w0
Nick Hernandez,HOU,P,041ue
Carlos Rodriguez,MIL,SP,05yf9
Luken Baker,STL/LAD,1B,04069
Jared Shuster,CHW/ATH,RP,05jp2
Kendall Graveman,ARI,RP,031c2
Endy Rodriguez,PIT,"C,1B",0529l
Michael Darrell-Hicks,LAA,SP,0664r
Dugan Darnell,COL,RP,06ofp
Victor Mederos,LAA,SP,05jrb
Ethan Roberts,CHC,RP,04pql
Bryan Hoeing,SD,RP,05156
Tommy Henry,ARI,RP,0512a
Roansy Contreras,BAL/COL,RP,04b3a
Gavin Hollowell,CHC,RP,0514j
Darren McCaughan,MIN,RP,04em5
Esteury Ruiz,ATH/LAD,OF,0406v
Ben Bowden,ATH,RP,041px
Luis Peralta,COL,RP,060x5
Ryan Bliss,SEA,2B,05tc7
Oliver Dunn,MIL,"2B,3B",0518b
Julian Fernandez,LAD/WSH,RP,04ana
Jace Jung,DET,"2B,3B",05tzg
Wade Miley,CIN,SP,01sev
Jose Leclerc,ATH,RP,030x2
Brian Navarreto,MIA,C,031bn
Eduarniel Núñez,SD/ATH,RP,06l0i
Logan VanWey,HOU,RP,06l4y
Lazaro Estrada,TOR,RP,04up8
J.P. France,HOU,RP,04py3
Oscar Gonzalez,SD,OF,03nrk
Davis Daniel,ATL,SP,04pv6
Paul Gervase,TB/LAD,RP,0648k
Matt Gorski,PIT/LAD,"1B,OF",0511z
Jose Azocar,NYM/ATL,OF,03yux
Mason McCoy,SD,SS,04ehx
Yosver Zulueta,CIN,RP,05it9
Tomas Nido,DET,C,02n1i
Noah Murdock,ATH/KC,RP,0515a
Nick Burdi,BOS,RP,03adx
Blade Tidwell,NYM/SF,"SP,RP",05u2q
Ryan Noda,LAA/BOS/CHW/BAL,1B,04enw
Trenton Brooks,SD,1B,0420f
Tanner Rainey,PIT/DET,RP,03pp7
Elvis Peguero,MIL/CHW,RP,05uk1
Gerson Garabito,TEX,RP,03mey
Hunter Barco,PIT,RP,04nb5
Ji-Hwan Bae,PIT,OF,04lcq
Jorge Alfaro,MIL/WSH,C,025iy
Owen Caissie,CHC,OF,05jsg
Jose Barrero,STL/BAL,"SS,OF",04dwv
Sebastian Rivero,LAA,C,04aod
Carl Edwards Jr.,LAA/TEX,RP,02of2
David Villar,SF/NYM,"1B,3B",04pvh
Sammy Peralta,LAA,RP,051dq
Denzer Guzman,LAA,SS,05m1b
Pablo Reyes,NYY/NYM,"1B,3B",03azu
Austin Barnes,LAD/SF,C,02bwt
Ben Joyce,LAA,RP,060eu
Joey Gerber,TB,RP,04pta
Josh Walker,TOR/PHI/BAL,RP,05u2x
Bryce Eldridge,SF,1B,05u96
Rece Hinds,CIN,"3B,OF",04nb4
Jose Siri,NYM,OF,039vx
Will Robertson,TOR/CHW,OF,04y9g
Dillon Tate,TOR,RP,03p9d
Logan Davidson,ATH/HOU/LAA,"1B,3B,OF",04n1n
Jose Espada,SD/BAL,RP,03qld
Randy Wynne,CIN,RP,058py
Samuel Aldegheri,LAA,SP,06aw2
Tyler Matzek,NYY/STL,RP,01iz0
Ryan Burr,TOR,RP,03qkx
Scott Effross,NYY,RP,03qs8
Austin Nola,COL,C,02mzc
Alan Trejo,TEX/COL,"2B,3B,SS",04eoq
Billy McKinney,NYM/TEX,OF,0310d
Garrett McDaniels,LAA/LAD,RP,06qyw
Andry Lara,WSH,SP,052kc
Mason Black,SF,SP,05r3g
Yuli Gurriel,SD,1B,025jv
Zach Thompson,TOR/ATL,RP,03de5
Codi Heuer,TEX/DET,RP,04prq
Seth Martinez,MIA,RP,0420n
MJ Melendez,KC,"C,OF",04eey
Jose Miranda,MIN,"1B,3B",041qh
Logan Gillaspie,SD,RP,05y17
Ty Adcock,NYM,RP,0516e
Justin Garza,SF/NYM,RP,03adu
Mason Thompson,WSH,RP,041qz
Spencer Turnbull,TOR/CHC/KC,SP,03d75
Tyler Black,MIL,1B,05u2u
Dairon Blanco,KC,OF,04mkt
Luarbert Arias,MIA,RP,05l1p
Tom Cosgrove,SD/CHC,RP,04elu
Marc Church,TEX,SP,051du
