combined_rank,player,pos,team,value,blended_score,hkb_rank,current_rank,current_value,sp_rank,rp_rank,sources_matched,level,prospect_rank
664,Termarr Johnson,"2B,SS",PIT,0.1,681.0,681,,,,,1,AAA,187
665,Dakota Jordan,OF,SF,0.0,684.0,684,,,,,1,AA,188
666,Dasan Hill,SP,MIN,0.0,685.0,685,,,,,1,A+,189
667,Tommy Edman,"2B,3B,OF",LAD,0.0,686.0,686,201,14.8,,,1,MLB,
668,Brent Headrick,RP,NYY,0.0,687.0,687,315,9.1,,27,1,MLB,
669,Bryce Cunningham,SP,NYY,0.0,687.0,687,,,,,1,AA,190
670,Vaughn Grissom,"1B,2B,3B",BOS,0.0,687.0,687,,,,,1,MLB,
671,Eduardo Rivera,SP,BOS,0.0,690.0,690,,,,,1,MLB,
672,Gavin Sheets,"1B,OF",SD,0.0,690.0,690,,,,,1,MLB,
673,Ty France,1B,MIN/TOR,0.0,690.0,690,263,11.4,,,1,MLB,
674,Yorger Bautista,OF,SEA,0.0,690.0,690,,,,,1,A,191
675,Austin Wells,C,NYY,0.0,694.0,694,,,,,1,MLB,
676,Robert Suarez,RP,SD,0.0,694.0,694,318,9.0,,,1,MLB,
677,Kane Kepley,OF,CHC,0.0,696.0,696,,,,,1,AA,192
678,Kemp Alderman,OF,MIA,0.0,696.0,696,,,,,1,AAA,193
679,Troy Johnston,"1B,OF",MIA,0.0,696.0,696,,,,,1,MLB,
680,Kenley Jansen,RP,LAA,0.0,699.0,699,180,16.3,,73,1,MLB,
681,Tink Hence,SP,STL,0.0,699.0,699,,,,,1,AAA,194
682,Tyler Stephenson,C,CIN,0.0,699.0,699,333,8.4,,,1,MLB,
683,Hunter Dobbins,SP,BOS,0.0,702.0,702,,,,,1,MLB,
684,Nolan Arenado,3B,STL,0.0,702.0,702,232,13.0,,,1,MLB,
685,Pete Fairbanks,RP,TB,0.0,702.0,702,190,15.6,,,1,MLB,
686,Bishop Letson,SP,MIL,0.0,705.0,705,,,,,1,AA,195
687,Joe Musgrove,SP,SD,0.0,705.0,705,346,7.9,,,1,AAA,196
688,Adael Amador,2B,COL,0.0,707.0,707,,,,,1,MLB,
689,Mauricio Dubon,"2B,3B,SS,OF",HOU,0.0,707.0,707,348,7.9,,,1,MLB,
690,Robert Calaz,OF,COL,0.0,707.0,707,,,,,1,A+,197
691,Sebastian Dos Santos,2B,STL,0.0,707.0,707,,,,,1,A,198
692,Seth Lugo,SP,KC,0.0,707.0,707,344,8.0,,,1,MLB,
693,CJ Kayfus,"1B,OF",CLE,0.0,712.0,712,,,,,1,MLB,
694,Dylan Lee,RP,ATL,0.0,712.0,712,234,12.9,,15,1,MLB,
695,Felix Bautista,RP,BAL,0.0,712.0,712,,,,,1,AAA,199
696,Brock Wilken,3B,MIL,0.0,716.0,716,,,,,1,AAA,200
697,Tyler Mahle,SP,TEX,0.0,716.0,716,247,12.2,57,,1,MLB,
698,Andruw Monasterio,"1B,2B,3B,SS",MIL,0.0,718.0,718,,,,,1,MLB,
699,Brandon Clarke,SP,BOS,0.0,718.0,718,,,,,1,A+,201
700,Jeff Hoffman,RP,TOR,0.0,718.0,718,279,10.6,,43,1,MLB,
701,Jacob Lopez,SP,ATH,0.0,721.0,721,,,38,,1,MLB,
702,Josh Bell,1B,WSH,0.0,721.0,721,290,10.2,,,1,MLB,
703,Eduardo Valencia,"C,1B",DET,0.0,723.0,723,,,,,1,MLB,
704,Joc Pederson,1B,TEX,0.0,723.0,723,369,7.2,,,1,MLB,
705,Kellon Lindsey,SS,LAD,0.0,723.0,723,,,,,1,A,202
706,Patrick Sandoval,SP,BOS,0.0,723.0,723,,,,,1,MLB,
707,Dean Kremer,SP,BAL,0.0,727.0,727,285,10.4,94,,1,MLB,
708,Griffin Conine,"1B,OF",MIA,0.0,727.0,727,265,11.3,,,1,MLB,
709,Hunter Barco,RP,PIT,0.0,727.0,727,,,,,1,MLB,
710,Josiah Ragsdale,OF,MIL,0.0,730.0,730,,,,,1,AA,203
711,Andrew Morris,"SP,RP",MIN,0.0,732.0,732,,,,99,1,MLB,
712,Luke Raley,"1B,OF",SEA,0.0,734.0,734,,,,,1,MLB,
713,Nolan Gorman,"2B,3B",STL,0.0,734.0,734,,,,,1,MLB,
714,Edgardo Henriquez,RP,LAD,0.0,736.0,736,,,,48,1,MLB,
715,Giancarlo Stanton,"OF,UT",NYY,0.0,736.0,736,,,,,1,MLB,
716,J.P. Crawford,SS,SEA,0.0,736.0,736,384,6.7,,,1,MLB,
717,Kevin Kelly,RP,TB,0.0,736.0,736,338,8.2,,25,1,MLB,
718,Trevor Story,SS,BOS,0.0,736.0,736,337,8.3,,,1,MLB,
719,Brailyn Antunez,OF,MIL,0.0,741.0,741,,,,,1,A,204
720,DJ Herz,SP,WSH,0.0,741.0,741,,,,,1,AAA,205
721,Gage Stanifer,SP,TOR,0.0,741.0,741,,,,,1,AA,206
722,Jonah Heim,C,TEX,0.0,744.0,744,,,,,1,MLB,
723,Carson Kelly,C,CHC,0.0,745.0,745,,,,,1,MLB,
724,Luis Rengifo,"2B,3B,OF",LAA,0.0,745.0,745,,,,,1,MLB,
725,Vance Honeycutt,OF,BAL,0.0,745.0,745,,,,,1,AA,207
726,Alex Vesia,RP,LAD,0.0,748.0,748,,,,50,1,MLB,
727,Cedric Mullins,OF,BAL/NYM,0.0,748.0,748,371,7.1,,,1,MLB,
728,David Peterson,"SP,RP",NYM,0.0,748.0,748,297,9.9,91,,1,MLB,
729,Sean Manaea,"SP,RP",NYM,0.0,748.0,748,233,12.9,60,,1,MLB,
730,Caden Hunter,SP,BAL,0.0,752.0,752,,,,,1,AA,208
731,Dorian Soto,SS,BOS,0.0,752.0,752,,,,,1,ROK,209
732,Gregory Soto,RP,BAL/NYM,0.0,752.0,752,324,8.8,,55,1,MLB,
733,Edwin Uceta,RP,TB,0.0,755.0,755,,,,,1,AAA,210
734,Patrick Forbes,SP,ARI,0.0,755.0,755,,,,,1,A+,211
735,Ethan Pecko,SP,HOU,0.0,758.0,758,,,,,1,MLB,
736,Martin Perez,SP,CHW,0.0,758.0,758,,,97,,1,MLB,
737,Walker Buehler,SP,BOS/PHI,0.0,758.0,758,,,,,1,MLB,
738,Luis Severino,SP,ATH,0.0,761.0,761,,,,,1,MLB,
739,Reynaldo Lopez,"SP,RP",ATL,0.0,761.0,761,,,,,1,MLB,
740,Victor Scott,OF,STL,0.0,761.0,761,,,,,1,MLB,
741,Anthony Kay,SP,CHW,0.0,764.0,764,,,87,,1,MLB,
742,Cristian Arguelles,OF,COL,0.0,764.0,764,,,,,1,A,212
743,Enrique Bradfield Jr.,OF,BAL,0.0,764.0,764,,,,,1,AAA,213
744,Jake Mangum,OF,TB,0.0,764.0,764,332,8.5,,,1,MLB,
745,Marcus Semien,2B,TEX,0.0,764.0,764,352,7.7,,,1,MLB,
746,Merrill Kelly,SP,ARI/TEX,0.0,769.0,769,,,,,1,MLB,
747,Tyler Rogers,RP,SF/NYM,0.0,769.0,769,,,,29,1,MLB,
748,Hogan Harris,RP,ATH,0.0,771.0,771,377,6.9,,69,1,MLB,
749,Brandyn Garcia,RP,SEA/ARI,0.0,772.0,772,,,,22,1,MLB,
750,Cody Ponce,SP,TOR,0.0,772.0,772,,,,,1,MLB,
751,Rico Garcia,RP,NYM/NYY/BAL,0.0,772.0,772,,,,28,1,MLB,
752,Hunter Gaddis,RP,CLE,0.0,775.0,775,,,,46,1,MLB,
753,J.T. Realmuto,C,PHI,0.0,775.0,775,374,7.0,,,1,MLB,
754,Carlos Estevez,RP,KC,0.0,777.0,777,,,,,1,MLB,
755,Esteban Luna,SP,BAL,0.0,777.0,777,,,,,1,ROK,214
756,Brendan Summerhill,OF,TB,0.0,779.0,779,,,,,1,A+,215
757,Janson Junk,"SP,RP",MIA,0.0,779.0,779,,,,,1,MLB,
758,Jose Ferrer,RP,WSH,0.0,779.0,779,,,,,1,MLB,
759,Juan Morillo,RP,ARI,0.0,779.0,779,,,,24,1,MLB,
760,Paul Sewald,RP,CLE/DET,0.0,779.0,779,,,,,1,MLB,
761,Cody Bradford,"SP,RP",TEX,0.0,784.0,784,361,7.4,93,,1,MLB,
762,Hao-Yu Lee,"2B,3B",DET,0.0,784.0,784,,,,,1,MLB,
763,Ching-Hsien Ko,"OF,UT",LAD,0.0,786.0,786,,,,,1,A,216
764,Cristian Javier,SP,HOU,0.0,786.0,786,,,86,,1,MLB,
765,Garrett Cleavinger,RP,TB,0.0,786.0,786,308,9.4,,38,1,MLB,
766,Rafael Flores,"C,1B",NYY/PIT,0.0,786.0,786,,,,,1,MLB,
767,Tyler Wells,"SP,RP",BAL,0.0,786.0,786,299,9.8,,37,1,MLB,
768,Esteury Ruiz,OF,ATH/LAD,0.0,791.0,791,378,6.9,,,1,MLB,
769,Samy Natera Jr.,RP,LAA,0.0,791.0,791,,,,,1,MLB,
770,Jake Cronenworth,"1B,2B,SS",SD,0.0,793.0,793,381,6.8,,,1,MLB,
771,Nathaniel Lowe,1B,WSH/BOS,0.0,793.0,793,,,,,1,MLB,
772,Ryan Zeferjahn,RP,LAA,0.0,793.0,793,,,,49,1,MLB,
773,Adolis Garcia,OF,TEX,0.0,796.0,796,,,,,1,MLB,
774,Eric Lauer,SP,TOR,0.0,796.0,796,,,,,1,MLB,
775,Ramon Laureano,OF,BAL/SD,0.0,796.0,796,,,,,1,MLB,
776,Zach McKinstry,"2B,3B,SS,OF",DET,0.0,796.0,796,,,,,1,MLB,
777,Eduard Bazardo,RP,SEA,0.0,800.0,800,,,,95,1,MLB,
778,Ildemaro Vargas,"1B,2B,3B,OF",ARI,0.0,800.0,800,,,,,1,MLB,
779,Jeff McNeil,"1B,2B,OF",NYM,0.0,800.0,800,366,7.3,,,1,MLB,
780,Seranthony Dominguez,RP,BAL/TOR,0.0,800.0,800,,,,,1,MLB,
781,TJ Friedl,OF,CIN,0.0,800.0,800,,,,,1,MLB,
782,Jonathan India,"2B,3B,OF",KC,0.0,806.0,806,,,,,1,MLB,
783,Jorge Polanco,"2B,SS",SEA,0.0,806.0,806,,,,,1,MLB,
784,Charlee Soto,SP,MIN,0.0,808.0,808,,,,,1,A,217
785,Jeffrey Springs,SP,ATH,0.0,808.0,808,,,,,1,MLB,
786,Zach Eflin,SP,BAL,0.0,808.0,808,,,,,1,MLB,
787,Max Scherzer,SP,TOR,0.0,811.0,811,,,,,1,MLB,
788,Esteban Mejia,SP,BAL,0.0,812.0,812,,,,,1,A,218
789,Hyeseong Kim,"2B,SS,OF",LAD,0.0,812.0,812,,,,,1,MLB,
790,Colin Rea,SP,CHC,0.0,814.0,814,,,,,1,MLB,
791,Fernando Cruz,RP,NYY,0.0,814.0,814,,,,,1,MLB,
792,Steven Okert,RP,HOU,0.0,814.0,814,,,,30,1,MLB,
793,Tomoyuki Sugano,SP,BAL,0.0,814.0,814,,,,,1,MLB,
794,Paul Goldschmidt,1B,NYY,0.0,819.0,819,314,9.2,,,1,MLB,
795,Antonio Senzatela,SP,COL,0.0,820.0,820,,,,,1,MLB,
796,Jason Adam,RP,SD,0.0,820.0,820,,,,,1,MLB,
797,Joey Ortiz,"3B,SS",MIL,0.0,820.0,820,,,,,1,MLB,
798,Cal Quantrill,"SP,RP",MIA/ATL/TEX,0.0,823.0,823,,,83,,1,MLB,
799,Jakob Junis,RP,CLE,0.0,823.0,823,,,,,1,MLB,
800,Yusei Kikuchi,SP,LAA,0.0,823.0,823,359,7.5,,,1,MLB,
801,Andrew Benintendi,OF,CHW,0.0,826.0,826,349,7.8,,,1,MLB,
802,Brody Brecht,SP,COL,0.0,826.0,826,,,,,1,A+,219
803,Jorge Soler,"OF,UT",LAA,0.0,826.0,826,,,,,1,MLB,
804,Alejandro Rosario,SP,TEX,0.0,829.0,829,,,,,1,AA,220
805,Anthony Santander,"OF,UT",TOR,0.0,829.0,829,,,,,1,AAA,221
806,Osleivis Basabe,"2B,3B,SS",SF,0.0,829.0,829,,,,,1,MLB,
807,Robert Garcia,RP,TEX,0.0,829.0,829,,,,,1,MLB,
808,Dante Nori,OF,PHI,0.0,833.0,833,,,,,1,AA,222
809,Michael Petersen,RP,LAA/ATL/MIA,0.0,833.0,833,,,,36,1,MLB,
810,Sammy Stafura,SS,CIN/PIT,0.0,833.0,833,,,,,1,A+,223
811,Andrew Alvarez,"SP,RP",WSH,0.0,836.0,836,,,100,,1,MLB,
812,Jameson Taillon,SP,CHC,0.0,836.0,836,,,,,1,MLB,
813,Josh Lowe,OF,TB,0.0,836.0,836,368,7.2,,,1,MLB,
814,Yairo Padilla,SS,STL,0.0,836.0,836,,,,,1,A+,224
815,Kyle Finnegan,RP,WSH/DET,0.0,840.0,840,,,,,1,MLB,
816,Lucas Giolito,SP,BOS,0.0,840.0,840,,,,,1,MLB,
817,Chris Bassitt,SP,TOR,0.0,842.0,842,,,,,1,MLB,
818,Jose Berrios,SP,TOR,0.0,843.0,843,,,,,1,AAA,225
819,Sean Gamble,SS,KC,0.0,843.0,843,,,,,1,A,226
820,Tim Tawa,"1B,2B,OF",ARI,0.0,843.0,843,379,6.8,,,1,MLB,
821,Jackson Kent,SP,WSH,0.0,846.0,846,,,,,1,MLB,
822,Dylan Lesko,RP,TB,0.0,847.0,847,,,,,1,A,227
823,Christian Oppor,SP,CHW,0.0,848.0,848,,,,,1,AA,228
824,Yhoiker Fajardo,SP,BOS,0.0,848.0,848,,,,,1,AA,229
825,Brandon Compton,OF,MIA,0.0,850.0,850,,,,,1,AA,230
826,Yolfran Castillo,SS,TEX,0.0,851.0,851,,,,,1,A+,231
827,Aaron Civale,SP,MIL/CHW/CHC,0.0,852.0,852,,,,,1,MLB,
828,Aaron Schunk,"2B,3B",COL,0.0,852.0,852,,,,,1,AAA,232
829,Aaron Watson,SP,CIN,0.0,852.0,852,,,,,1,A,233
830,Aaron Zavala,OF,TEX,0.0,852.0,852,,,,,1,AAA,234
831,Abraham Toro,"1B,2B,3B",BOS,0.0,852.0,852,,,,,1,AAA,235
832,Adam Frazier,"2B,OF",PIT/KC,0.0,852.0,852,,,,,1,MLB,
833,Adam Macko,SP,TOR,0.0,852.0,852,,,,,1,MLB,
834,Adam Mazur,SP,MIA,0.0,852.0,852,,,,,1,AAA,236
835,Adam Serwinowski,SP,CIN/LAD,0.0,852.0,852,,,,,1,AA,237
836,Adbert Alzolay,RP,NYM,0.0,852.0,852,,,,,1,AAA,238
837,Adolfo Sanchez,OF,CIN,0.0,852.0,852,,,,,1,A,239
838,Adrian Del Castillo,C,ARI,0.0,852.0,852,,,,,1,MLB,
839,Adrian Houser,"SP,RP",TEX/CHW/TB,0.0,852.0,852,,,90,,1,MLB,
840,Adrian Santana,SS,TB,0.0,852.0,852,,,,,1,AA,240
841,Adriel Radney,OF,ARI,0.0,852.0,852,,,,,1,A,241
842,Aeverson Arteaga,SS,SF,0.0,852.0,852,,,,,1,AAA,242
843,Aidan West,SS,LAD,0.0,852.0,852,,,,,1,A,243
844,A.J. Blubaugh,"SP,RP",HOU,0.0,852.0,852,,,,,1,MLB,
845,A.J. Minter,RP,NYM,0.0,852.0,852,,,,56,1,MLB,
846,A.J. Puk,RP,ARI,0.0,852.0,852,,,,,1,AAA,244
847,A.J. Vukovich,OF,ARI,0.0,852.0,852,,,,,1,AAA,245
848,Alan Roden,OF,TOR/MIN,0.0,852.0,852,,,,,1,MLB,
849,Albert Suarez,RP,BAL,0.0,852.0,852,,,,,1,MLB,
850,Alec Marsh,SP,KC,0.0,852.0,852,,,,,1,MLB,
851,Alejandro Osuna,OF,TEX,0.0,852.0,852,,,,,1,MLB,
852,Alek Manoah,SP,TOR/ATL,0.0,852.0,852,,,,,1,MLB,
853,Alek Thomas,OF,ARI,0.0,852.0,852,,,,,1,MLB,
854,Alex Call,OF,WSH/LAD,0.0,852.0,852,,,,,1,MLB,
855,Alex Lange,RP,DET,0.0,852.0,852,322,8.8,,,1,MLB,
856,Alex Lodise,SS,ATL,0.0,852.0,852,,,,,1,AA,246
857,Alexis Diaz,RP,CIN/LAD/ATL,0.0,852.0,852,,,,,1,AAA,247
858,Alfonsin Rosario,OF,CLE,0.0,852.0,852,,,,,1,AAA,248
859,Amed Rosario,"2B,3B,SS,OF",WSH/NYY,0.0,852.0,852,,,,,1,MLB,
860,Anderson Fermin,OF,BOS,0.0,852.0,852,,,,,1,ROK,249
861,Andres Chaparro,1B,WSH,0.0,852.0,852,,,,,1,MLB,
862,Andrew Kittredge,RP,BAL/CHC,0.0,852.0,852,312,9.2,,61,1,MLB,
863,Andrew McCutchen,UT,PIT,0.0,852.0,852,,,,,1,MLB,
864,Andrew Nardi,RP,MIA,0.0,852.0,852,,,,,1,MLB,
865,Andrew Saalfrank,RP,ARI,0.0,852.0,852,,,,,1,ROK,250
866,Andrew Walters,RP,CLE,0.0,852.0,852,,,,,1,AAA,251
867,Andry Lara,SP,WSH,0.0,852.0,852,,,,,1,AAA,252
868,Angel Zerpa,RP,KC,0.0,852.0,852,,,,,1,MLB,
869,Anthony Banda,RP,LAD,0.0,852.0,852,,,,,1,MLB,
870,Anthony Bender,RP,MIA,0.0,852.0,852,,,,,1,MLB,
871,Anthony Gutierrez,OF,TEX,0.0,852.0,852,,,,,1,A+,253
872,Anthony Nunez,"3B,RP",NYM/BAL,0.0,852.0,852,,,,,1,MLB,
873,Anthony Seigler,"C,2B,3B",MIL,0.0,852.0,852,,,,,1,MLB,
874,Anthony Solometo,SP,PIT,0.0,852.0,852,,,,,1,AA,254
875,Antwone Kelly,SP,PIT,0.0,852.0,852,,,,,1,MLB,
876,Argenis Cayama,SP,SF,0.0,852.0,852,,,,,1,A,255
877,Arnaldo Lantigua,OF,CIN,0.0,852.0,852,,,,,1,A,256
878,Aron Estrada,"2B,SS",BAL,0.0,852.0,852,,,,,1,AA,257
879,Asa Lacy,SP,KC,0.0,852.0,852,,,,,1,AA,258
880,Asbel Gonzalez,OF,KC,0.0,852.0,852,,,,,1,A+,259
881,Austin Charles,"3B,SS",KC,0.0,852.0,852,,,,,1,A+,260
882,Austin Gomber,SP,COL/CHC,0.0,852.0,852,,,,,1,AAA,261
883,Austin Hays,OF,CIN,0.0,852.0,852,,,,,1,MLB,
884,Austin Hendrick,OF,CIN,0.0,852.0,852,,,,,1,AAA,262
885,Austin Martin,"2B,SS,OF",MIN,0.0,852.0,852,,,,,1,MLB,
886,Austin Overn,OF,BAL,0.0,852.0,852,,,,,1,AA,263
887,Bailey Falter,SP,PIT/KC,0.0,852.0,852,,,,,1,MLB,
888,Ben Casparius,RP,LAD,0.0,852.0,852,,,,,1,MLB,
889,Ben Kudrna,SP,KC,0.0,852.0,852,,,,,1,AAA,264
890,Ben Lively,SP,CLE,0.0,852.0,852,,,,,1,AAA,265
891,Ben Williamson,3B,SEA,0.0,852.0,852,,,,,1,MLB,
892,Bennett Sousa,RP,HOU,0.0,852.0,852,,,,87,1,MLB,
893,Benny Montgomery,OF,COL,0.0,852.0,852,,,,,1,AA,266
894,Billy Amick,3B,MIN,0.0,852.0,852,,,,,1,AAA,267
895,Billy Cook,OF,PIT,0.0,852.0,852,,,,,1,MLB,
896,Blaine Crim,1B,TEX/COL,0.0,852.0,852,,,,,1,AAA,268
897,Blake Dunn,OF,CIN,0.0,852.0,852,,,,,1,MLB,
898,Blake Perkins,OF,MIL,0.0,852.0,852,,,,,1,MLB,
899,Blake Treinen,RP,LAD,0.0,852.0,852,,,,,1,MLB,
900,Blake Walston,SP,ARI,0.0,852.0,852,,,,,1,AAA,269
901,Blake Wolters,SP,KC,0.0,852.0,852,,,,,1,A+,270
902,Bo Naylor,C,CLE,0.0,852.0,852,,,,,1,MLB,
903,Bobby Miller,SP,LAD,0.0,852.0,852,,,,,1,AAA,271
904,Boston Bateman,SP,SD/BAL,0.0,852.0,852,,,,,1,A+,272
905,Bowden Francis,SP,TOR,0.0,852.0,852,,,,,1,MLB,
906,Brad Keller,RP,CHC,0.0,852.0,852,,,,,1,MLB,
907,Brad Lord,"SP,RP",WSH,0.0,852.0,852,,,,,1,MLB,
908,Braden Nett,SP,SD/ATH,0.0,852.0,852,,,,,1,AAA,273
909,Braden Shewmake,SS,NYY,0.0,852.0,852,,,,,1,MLB,
910,Brady Basso,RP,ATH,0.0,852.0,852,,,,,1,MLB,
911,Brailer Guerrero,OF,TB,0.0,852.0,852,,,,,1,A,274
912,Brando Mayea,OF,NYY,0.0,852.0,852,,,,,1,A,275
913,Brandon Barriera,SP,TOR,0.0,852.0,852,,,,,1,A+,276
914,Brandon Birdsell,SP,CHC,0.0,852.0,852,,,,,1,ROK,277
915,Brandon Lockridge,OF,SD/MIL,0.0,852.0,852,,,,,1,MLB,
916,Brandon Valenzuela,"C,1B",SD/TOR,0.0,852.0,852,,,,,1,MLB,
917,Brandon Walter,SP,HOU,0.0,852.0,852,,,,,1,AAA,278
918,Brandon Williamson,SP,CIN,0.0,852.0,852,,,,,1,MLB,
919,Brandon Winokur,"SS,OF",MIN,0.0,852.0,852,,,,,1,AA,279
920,Brant Hurter,"SP,RP",DET,0.0,852.0,852,,,,,1,MLB,
921,Braxton Bragg,SP,BAL,0.0,852.0,852,,,,,1,AA,280
922,Braxton Garrett,SP,MIA,0.0,852.0,852,,,,,1,MLB,
923,Braydon Fisher,RP,TOR,0.0,852.0,852,,,,,1,MLB,
924,Braylin Morel,OF,TEX,0.0,852.0,852,,,,,1,A,281
925,Brenan Hanifee,RP,DET,0.0,852.0,852,,,,,1,MLB,
926,Brendan Rodgers,2B,HOU,0.0,852.0,852,,,,,1,AAA,282
927,Brendan Tunink,OF,LAD,0.0,852.0,852,,,,,1,A,283
928,Brendon Little,RP,TOR,0.0,852.0,852,,,,,1,MLB,
929,Brennan Bernardino,RP,BOS,0.0,852.0,852,,,,,1,MLB,
930,Brennen Davis,UT,NYY,0.0,852.0,852,,,,,1,AAA,284
931,Brett Bateman,OF,CHC,0.0,852.0,852,,,,,1,MLB,
932,Brett Callahan,OF,DET,0.0,852.0,852,,,,,1,MLB,
933,Brett Wichrowski,SP,MIL,0.0,852.0,852,,,,,1,AAA,285
934,Brock Burke,RP,LAA,0.0,852.0,852,,,,85,1,MLB,
935,Brock Porter,RP,TEX,0.0,852.0,852,,,,,1,AA,286
936,Brock Selvidge,SP,NYY,0.0,852.0,852,,,,,1,ROK,287
937,Brock Stewart,RP,MIN/LAD,0.0,852.0,852,,,,66,1,MLB,
938,Brooks Baldwin,"1B,2B,3B,SS,OF",CHW,0.0,852.0,852,,,,,1,AAA,288
939,Brooks Raley,RP,NYM,0.0,852.0,852,,,,35,1,MLB,
940,Brusdar Graterol,RP,LAD,0.0,852.0,852,,,,,1,AAA,289
941,Bryan Acuna,SS,MIN,0.0,852.0,852,,,,,1,A,290
942,Bryan De La Cruz,OF,ATL/NYY,0.0,852.0,852,,,,,1,MLB,
943,Bryan Hudson,"SP,RP",MIL/CHW,0.0,852.0,852,,,,54,1,MLB,
944,Bryan King,RP,HOU,0.0,852.0,852,,,,,1,MLB,
945,Bryan Ramos,3B,CHW,0.0,852.0,852,,,,,1,AAA,291
946,Bryan Torres,"2B,OF",STL,0.0,852.0,852,,,,,1,MLB,
947,Bryce Meccage,SP,MIL,0.0,852.0,852,,,,,1,A+,292
948,Brycen Mautz,SP,STL,0.0,852.0,852,,,,,1,MLB,
949,Cade Kuehler,SP,ATL,0.0,852.0,852,,,,,1,A+,293
950,Cade Marlowe,OF,SEA,0.0,852.0,852,,,,,1,AAA,294
951,Cade Obermueller,SP,PHI,0.0,852.0,852,,,,,1,A+,295
952,Cade Povich,SP,BAL,0.0,852.0,852,,,,,1,MLB,
953,Caleb Ferguson,RP,PIT/SEA,0.0,852.0,852,,,,,1,MLB,
954,Caleb Kilian,RP,CHC,0.0,852.0,852,,,,,1,MLB,
955,Caleb Lomavita,C,WSH,0.0,852.0,852,,,,,1,AA,296
956,Caleb Thielbar,RP,CHC,0.0,852.0,852,,,,76,1,MLB,
957,Calvin Faucher,RP,MIA,0.0,852.0,852,,,,51,1,MLB,
958,Calvin Ziegler,SP,NYM,0.0,852.0,852,,,,,1,A+,297
959,Cam Leiter,SP,LAD,0.0,852.0,852,,,,,1,A+,298
960,Cameron Cauley,"2B,SS",TEX,0.0,852.0,852,,,,,1,MLB,
961,Camilo Doval,RP,SF/NYY,0.0,852.0,852,,,,,1,MLB,
962,Carlos Colmenarez,SS,TB,0.0,852.0,852,,,,,1,AAA,299
963,Carlos Cortes,OF,ATH,0.0,852.0,852,326,8.7,,,1,MLB,
964,Carlos Jorge,OF,CIN,0.0,852.0,852,,,,,1,AAA,300
965,Carlos Narvaez,C,BOS,0.0,852.0,852,,,,,1,MLB,
966,Carlos Rodriguez,SP,MIL,0.0,852.0,852,,,,,1,MLB,
967,Carlos Santana,1B,CLE/CHC,0.0,852.0,852,,,,,1,MLB,
968,Carlos Vargas,RP,SEA,0.0,852.0,852,,,,,1,MLB,
969,Carlson Reed,SP,PIT,0.0,852.0,852,,,,,1,A+,301
970,Carson DeMartini,3B,PHI,0.0,852.0,852,,,,,1,AA,302
971,Carson Palmquist,RP,COL,0.0,852.0,852,,,,,1,MLB,
972,Carter Holton,SP,ATL,0.0,852.0,852,,,,,1,A,303
973,Carter Johnson,SS,MIA,0.0,852.0,852,,,,,1,A+,304
974,Cayden Wallace,3B,WSH,0.0,852.0,852,,,,,1,AAA,305
975,Cesar Prieto,"2B,3B",STL,0.0,852.0,852,,,,,1,MLB,
976,Charles McAdoo,3B,TOR,0.0,852.0,852,,,,,1,MLB,
977,Chas McCormick,OF,HOU,0.0,852.0,852,,,,,1,AAA,306
978,Chase Davis,OF,STL,0.0,852.0,852,,,,,1,AAA,307
979,Chase Hampton,SP,NYY,0.0,852.0,852,,,,,1,AA,308
980,Chase Mobley,SP,CLE,0.0,852.0,852,,,,,1,A,309
981,Chase Shores,"1B,3B,RP",LAA,0.0,852.0,852,,,,,1,A+,310
982,Chase Silseth,"SP,RP",LAA,0.0,852.0,852,,,,,1,MLB,
983,Chayce McDermott,RP,BAL,0.0,852.0,852,,,,,1,MLB,
984,Chen-Wei Lin,SP,STL,0.0,852.0,852,,,,,1,AA,311
985,Chris Cortez,SP,LAA,0.0,852.0,852,,,,,1,AA,312
986,Chris Martin,RP,TEX,0.0,852.0,852,,,,,1,MLB,
987,Chris Paddack,SP,MIN/DET,0.0,852.0,852,,,,,1,MLB,
988,Chris Suero,"C,1B,OF",NYM,0.0,852.0,852,,,,,1,AA,313
989,Christian Franklin,OF,CHC/WSH,0.0,852.0,852,,,,,1,MLB,
990,Christian Vazquez,C,MIN,0.0,852.0,852,,,,,1,MLB,
991,Christopher Morel,"2B,3B,OF",TB,0.0,852.0,852,,,,,1,MLB,
992,Cobb Hightower,SS,SD/BAL,0.0,852.0,852,,,,,1,A,314
993,Cody Bolton,SP,SEA/CLE,0.0,852.0,852,,,,,1,MLB,
994,Cody Freeman,"2B,3B",TEX,0.0,852.0,852,,,,,1,MLB,
995,Colby Thomas,OF,ATH,0.0,852.0,852,,,,,1,MLB,
996,Cole Henry,RP,WSH,0.0,852.0,852,,,,,1,MLB,
997,Cole Mathis,1B,CHC,0.0,852.0,852,,,,,1,A+,315
998,Cole Phillips,SP,SEA,0.0,852.0,852,,,,,1,AAA,316
999,Cole Sands,RP,MIN,0.0,852.0,852,,,,,1,MLB,
1000,Cole Sulser,RP,TB,0.0,852.0,852,,,,,1,MLB,
1001,Cole Wilcox,SP,TB,0.0,852.0,852,,,,,1,MLB,
1002,Cole Winn,RP,TEX,0.0,852.0,852,,,,,1,MLB,
1003,Coleman Crow,SP,MIL,0.0,852.0,852,,,,,1,MLB,
1004,Colin Holderman,RP,PIT,0.0,852.0,852,,,,62,1,MLB,
